timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-09-26T00:26:14,PNS_NeuMF_Experiment,74e51995-398e-490c-ab6b-f92f75cb8d3c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1220.231446800004,0.09260213044267195,7.588898867138394e-05,360.0,11.13211977440972,10.0,0.12200116675999742,0.004407260470250002,0.0033880527066666925,0.12979647993691412,India,IND,maharashtra,,,Windows-11-10.0.22631-SP0,3.12.3,3.0.5,16,11th Gen Intel(R) Core(TM) i7-11800H @ 2.30GHz,1,1 x NVIDIA GeForce RTX 3050 Ti Laptop GPU,72.8856,19.0748,15.73318862915039,machine,N,1.0
