timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-09-26T00:46:05,MixGCF_Experiment,eb336a9d-a358-4caa-9fcc-add4d57e32c6,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,21.16319270000531,0.0016077787859934507,7.597052149853775e-05,360.0,14.148383932749976,10.0,0.0021157052399998063,7.910895217599911e-05,5.8741162777793454e-05,0.002253555354953599,India,IND,maharashtra,,,Windows-11-10.0.22631-SP0,3.12.3,3.0.5,16,11th Gen Intel(R) Core(TM) i7-11800H @ 2.30GHz,1,1 x NVIDIA GeForce RTX 3050 Ti Laptop GPU,72.8856,19.0748,15.73318862915039,machine,N,1.0
