timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,,,,,,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,,,ram_total_size,tracking_mode,on_cloud,pue
2025-09-25T23:42:54,RNS_NeuMF_Experiment,290652ea-1e84-4ed1-b2c7-ce0a0f648477,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,102.8817786,0.007819016,7.60E-05,360,13.89285528,10,0.010283211,0.000390861,0.00028551,0.010959583,,,,,,Windows-11-10.0.22631-SP0,3.12.3,3.0.5,16,11th Gen Intel(R) Core(TM) i7-11800H @ 2.30GHz,1,1 x NVIDIA GeForce RTX 3050 Ti Laptop GPU,,,15.73318863,machine,N,1
