timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-09-26T00:39:33,In-Batch_MF_Experiment,935cc498-89a9-4d40-9c26-ce4330779306,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,22.917805600001884,0.0017401338645695378,7.592934048491077e-05,360.0,12.28768923028164,10.0,0.0022906106100002944,8.485756788600973e-05,6.36036788888709e-05,0.0024390718567751752,India,IND,maharashtra,,,Windows-11-10.0.22631-SP0,3.12.3,3.0.5,16,11th Gen Intel(R) Core(TM) i7-11800H @ 2.30GHz,1,1 x NVIDIA GeForce RTX 3050 Ti Laptop GPU,72.8856,19.0748,15.73318862915039,machine,N,1.0
